catalogCode,brand,name,variant,sizeValue,sizeUnit,categorySlug,unit,barcode,ivaRate,priceInputMode,priceTotal,synonyms,tags,imageKey,source
MX-COF-TWININGS-T-200G-EARLGREY,Twinings,Té,Earl Grey,200,G,coffee_tea,PIECE,,0.16,INCLUDES_IVA,45.00,twinings 200g|twinings 200|té earl grey 200g|té earl grey 200|twinings té earl grey,coffee_tea|t,,CURATED_MX_V4_PLUS
MX-COF-TWININGS-T-250G-EARLGREY,Twinings,Té,Earl Grey,250,G,coffee_tea,PIECE,,0.16,INCLUDES_IVA,52.00,twinings 250g|twinings 250|té earl grey 250g|té earl grey 250|twinings té earl grey,coffee_tea|t,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-250ML-ENTERA,Lala,Leche,Entera,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|leche entera 250ml|leche entera 250|lala leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-500ML-ENTERA,Lala,Leche,Entera,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|leche entera 500ml|leche entera 500|lala leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-1L-ENTERA,Lala,Leche,Entera,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|leche entera 1l|leche entera 1|lala leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-125G-ENTERA,Lala,Leche,Entera,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|leche entera 125g|leche entera 125|lala leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-250ML-DESLACTOSADA,Lala,Leche,Deslactosada,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|leche deslactosada 250ml|leche deslactosada 250|lala leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-500ML-DESLACTOSADA,Lala,Leche,Deslactosada,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|leche deslactosada 500ml|leche deslactosada 500|lala leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-1L-DESLACTOSADA,Lala,Leche,Deslactosada,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|leche deslactosada 1l|leche deslactosada 1|lala leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-125G-DESLACTOSADA,Lala,Leche,Deslactosada,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|leche deslactosada 125g|leche deslactosada 125|lala leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-250ML-LIGHT,Lala,Leche,Light,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|leche light 250ml|leche light 250|lala leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-500ML-LIGHT,Lala,Leche,Light,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|leche light 500ml|leche light 500|lala leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-1L-LIGHT,Lala,Leche,Light,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|leche light 1l|leche light 1|lala leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-LECHE-125G-LIGHT,Lala,Leche,Light,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|leche light 125g|leche light 125|lala leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-250ML-NATURAL,Lala,Yogurt,Natural,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|yogurt natural 250ml|yogurt natural 250|lala yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-500ML-NATURAL,Lala,Yogurt,Natural,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|yogurt natural 500ml|yogurt natural 500|lala yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-1L-NATURAL,Lala,Yogurt,Natural,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|yogurt natural 1l|yogurt natural 1|lala yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-125G-NATURAL,Lala,Yogurt,Natural,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|yogurt natural 125g|yogurt natural 125|lala yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-250ML-FRESA,Lala,Yogurt,Fresa,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|yogurt fresa 250ml|yogurt fresa 250|lala yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-500ML-FRESA,Lala,Yogurt,Fresa,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|yogurt fresa 500ml|yogurt fresa 500|lala yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-1L-FRESA,Lala,Yogurt,Fresa,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|yogurt fresa 1l|yogurt fresa 1|lala yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-YOGURT-125G-FRESA,Lala,Yogurt,Fresa,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|yogurt fresa 125g|yogurt fresa 125|lala yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-LALA-CREMA-250ML,Lala,Crema,,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|crema 250ml|crema 250|lala crema,dairy|crema,,CURATED_MX_V4_PLUS
MX-DAI-LALA-CREMA-500ML,Lala,Crema,,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|crema 500ml|crema 500|lala crema,dairy|crema,,CURATED_MX_V4_PLUS
MX-DAI-LALA-CREMA-1L,Lala,Crema,,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|crema 1l|crema 1|lala crema,dairy|crema,,CURATED_MX_V4_PLUS
MX-DAI-LALA-CREMA-125G,Lala,Crema,,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|crema 125g|crema 125|lala crema,dairy|crema,,CURATED_MX_V4_PLUS
MX-DAI-LALA-MANTEQUILLA-250ML,Lala,Mantequilla,,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,lala 250ml|lala 250|mantequilla 250ml|mantequilla 250|lala mantequilla,dairy|mantequilla,,CURATED_MX_V4_PLUS
MX-DAI-LALA-MANTEQUILLA-500ML,Lala,Mantequilla,,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,lala 500ml|lala 500|mantequilla 500ml|mantequilla 500|lala mantequilla,dairy|mantequilla,,CURATED_MX_V4_PLUS
MX-DAI-LALA-MANTEQUILLA-1L,Lala,Mantequilla,,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,lala 1l|lala 1|mantequilla 1l|mantequilla 1|lala mantequilla,dairy|mantequilla,,CURATED_MX_V4_PLUS
MX-DAI-LALA-MANTEQUILLA-125G,Lala,Mantequilla,,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,lala 125g|lala 125|mantequilla 125g|mantequilla 125|lala mantequilla,dairy|mantequilla,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-250ML-ENTERA,Alpura,Leche,Entera,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,alpura 250ml|alpura 250|leche entera 250ml|leche entera 250|alpura leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-500ML-ENTERA,Alpura,Leche,Entera,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,alpura 500ml|alpura 500|leche entera 500ml|leche entera 500|alpura leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-1L-ENTERA,Alpura,Leche,Entera,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,alpura 1l|alpura 1|leche entera 1l|leche entera 1|alpura leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-125G-ENTERA,Alpura,Leche,Entera,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,alpura 125g|alpura 125|leche entera 125g|leche entera 125|alpura leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-250ML-DESLACTOSADA,Alpura,Leche,Deslactosada,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,alpura 250ml|alpura 250|leche deslactosada 250ml|leche deslactosada 250|alpura leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-500ML-DESLACTOSADA,Alpura,Leche,Deslactosada,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,alpura 500ml|alpura 500|leche deslactosada 500ml|leche deslactosada 500|alpura leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-1L-DESLACTOSADA,Alpura,Leche,Deslactosada,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,alpura 1l|alpura 1|leche deslactosada 1l|leche deslactosada 1|alpura leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-125G-DESLACTOSADA,Alpura,Leche,Deslactosada,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,alpura 125g|alpura 125|leche deslactosada 125g|leche deslactosada 125|alpura leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-250ML-LIGHT,Alpura,Leche,Light,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,alpura 250ml|alpura 250|leche light 250ml|leche light 250|alpura leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-500ML-LIGHT,Alpura,Leche,Light,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,alpura 500ml|alpura 500|leche light 500ml|leche light 500|alpura leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-1L-LIGHT,Alpura,Leche,Light,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,alpura 1l|alpura 1|leche light 1l|leche light 1|alpura leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-ALPURA-LECHE-125G-LIGHT,Alpura,Leche,Light,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,alpura 125g|alpura 125|leche light 125g|leche light 125|alpura leche light,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-250ML-ENTERA,Santa Clara,Leche,Entera,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,santa clara 250ml|santa 250|leche entera 250ml|leche entera 250|santa leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-500ML-ENTERA,Santa Clara,Leche,Entera,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,santa clara 500ml|santa 500|leche entera 500ml|leche entera 500|santa leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-1L-ENTERA,Santa Clara,Leche,Entera,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,santa clara 1l|santa 1|leche entera 1l|leche entera 1|santa leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-125G-ENTERA,Santa Clara,Leche,Entera,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,santa clara 125g|santa 125|leche entera 125g|leche entera 125|santa leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-250ML-DESLACTOSADA,Santa Clara,Leche,Deslactosada,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,santa clara 250ml|santa 250|leche deslactosada 250ml|leche deslactosada 250|santa leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-500ML-DESLACTOSADA,Santa Clara,Leche,Deslactosada,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,santa clara 500ml|santa 500|leche deslactosada 500ml|leche deslactosada 500|santa leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-1L-DESLACTOSADA,Santa Clara,Leche,Deslactosada,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,santa clara 1l|santa 1|leche deslactosada 1l|leche deslactosada 1|santa leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-SANTACLARA-LECHE-125G-DESLACTOSADA,Santa Clara,Leche,Deslactosada,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,santa clara 125g|santa 125|leche deslactosada 125g|leche deslactosada 125|santa leche deslactosada,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-250ML-NATURAL,Danone,Yogurt,Natural,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,danone 250ml|danone 250|yogurt natural 250ml|yogurt natural 250|danone yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-500ML-NATURAL,Danone,Yogurt,Natural,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,danone 500ml|danone 500|yogurt natural 500ml|yogurt natural 500|danone yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-1L-NATURAL,Danone,Yogurt,Natural,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,danone 1l|danone 1|yogurt natural 1l|yogurt natural 1|danone yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-125G-NATURAL,Danone,Yogurt,Natural,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,danone 125g|danone 125|yogurt natural 125g|yogurt natural 125|danone yogurt natural,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-250ML-FRESA,Danone,Yogurt,Fresa,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,danone 250ml|danone 250|yogurt fresa 250ml|yogurt fresa 250|danone yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-500ML-FRESA,Danone,Yogurt,Fresa,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,danone 500ml|danone 500|yogurt fresa 500ml|yogurt fresa 500|danone yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-1L-FRESA,Danone,Yogurt,Fresa,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,danone 1l|danone 1|yogurt fresa 1l|yogurt fresa 1|danone yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-125G-FRESA,Danone,Yogurt,Fresa,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,danone 125g|danone 125|yogurt fresa 125g|yogurt fresa 125|danone yogurt fresa,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-250ML-DURAZNO,Danone,Yogurt,Durazno,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,danone 250ml|danone 250|yogurt durazno 250ml|yogurt durazno 250|danone yogurt durazno,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-500ML-DURAZNO,Danone,Yogurt,Durazno,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,danone 500ml|danone 500|yogurt durazno 500ml|yogurt durazno 500|danone yogurt durazno,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-1L-DURAZNO,Danone,Yogurt,Durazno,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,danone 1l|danone 1|yogurt durazno 1l|yogurt durazno 1|danone yogurt durazno,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-DANONE-YOGURT-125G-DURAZNO,Danone,Yogurt,Durazno,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,danone 125g|danone 125|yogurt durazno 125g|yogurt durazno 125|danone yogurt durazno,dairy|yogurt,,CURATED_MX_V4_PLUS
MX-DAI-PHILADELPHIA-QUESOCREMA-250ML,Philadelphia,Queso crema,,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,philadelphia 250ml|philadelphia 250|queso crema 250ml|queso crema 250|philadelphia queso crema,dairy|queso,,CURATED_MX_V4_PLUS
MX-DAI-PHILADELPHIA-QUESOCREMA-500ML,Philadelphia,Queso crema,,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,philadelphia 500ml|philadelphia 500|queso crema 500ml|queso crema 500|philadelphia queso crema,dairy|queso,,CURATED_MX_V4_PLUS
MX-DAI-PHILADELPHIA-QUESOCREMA-1L,Philadelphia,Queso crema,,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,philadelphia 1l|philadelphia 1|queso crema 1l|queso crema 1|philadelphia queso crema,dairy|queso,,CURATED_MX_V4_PLUS
MX-DAI-PHILADELPHIA-QUESOCREMA-125G,Philadelphia,Queso crema,,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,philadelphia 125g|philadelphia 125|queso crema 125g|queso crema 125|philadelphia queso crema,dairy|queso,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOBLANCO-250ML,San Juan,Huevo blanco,,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,san juan 250ml|san 250|huevo blanco 250ml|huevo blanco 250|san huevo blanco,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOBLANCO-500ML,San Juan,Huevo blanco,,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,san juan 500ml|san 500|huevo blanco 500ml|huevo blanco 500|san huevo blanco,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOBLANCO-1L,San Juan,Huevo blanco,,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,san juan 1l|san 1|huevo blanco 1l|huevo blanco 1|san huevo blanco,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOBLANCO-125G,San Juan,Huevo blanco,,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,san juan 125g|san 125|huevo blanco 125g|huevo blanco 125|san huevo blanco,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOROJO-250ML,San Juan,Huevo rojo,,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,san juan 250ml|san 250|huevo rojo 250ml|huevo rojo 250|san huevo rojo,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOROJO-500ML,San Juan,Huevo rojo,,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,san juan 500ml|san 500|huevo rojo 500ml|huevo rojo 500|san huevo rojo,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOROJO-1L,San Juan,Huevo rojo,,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,san juan 1l|san 1|huevo rojo 1l|huevo rojo 1|san huevo rojo,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-SANJUAN-HUEVOROJO-125G,San Juan,Huevo rojo,,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,san juan 125g|san 125|huevo rojo 125g|huevo rojo 125|san huevo rojo,dairy|huevo,,CURATED_MX_V4_PLUS
MX-DAI-NUTRILECHE-LECHE-250ML-ENTERA,Nutrileche,Leche,Entera,250,ML,dairy,PIECE,,0.16,INCLUDES_IVA,15.50,nutrileche 250ml|nutrileche 250|leche entera 250ml|leche entera 250|nutrileche leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-NUTRILECHE-LECHE-500ML-ENTERA,Nutrileche,Leche,Entera,500,ML,dairy,PIECE,,0.16,INCLUDES_IVA,21.00,nutrileche 500ml|nutrileche 500|leche entera 500ml|leche entera 500|nutrileche leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-NUTRILECHE-LECHE-1L-ENTERA,Nutrileche,Leche,Entera,1,L,dairy,PIECE,,0.16,INCLUDES_IVA,38.00,nutrileche 1l|nutrileche 1|leche entera 1l|leche entera 1|nutrileche leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-DAI-NUTRILECHE-LECHE-125G-ENTERA,Nutrileche,Leche,Entera,125,G,dairy,PIECE,,0.16,INCLUDES_IVA,23.00,nutrileche 125g|nutrileche 125|leche entera 125g|leche entera 125|nutrileche leche entera,dairy|leche,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-200G-BLANCO,Bimbo,Pan,Blanco,200,G,bakery,PIECE,,0.16,INCLUDES_IVA,30.00,bimbo 200g|bimbo 200|pan blanco 200g|pan blanco 200|bimbo pan blanco,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-250G-BLANCO,Bimbo,Pan,Blanco,250,G,bakery,PIECE,,0.16,INCLUDES_IVA,34.50,bimbo 250g|bimbo 250|pan blanco 250g|pan blanco 250|bimbo pan blanco,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-400G-BLANCO,Bimbo,Pan,Blanco,400,G,bakery,PIECE,,0.16,INCLUDES_IVA,48.00,bimbo 400g|bimbo 400|pan blanco 400g|pan blanco 400|bimbo pan blanco,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-500G-BLANCO,Bimbo,Pan,Blanco,500,G,bakery,PIECE,,0.16,INCLUDES_IVA,57.00,bimbo 500g|bimbo 500|pan blanco 500g|pan blanco 500|bimbo pan blanco,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-200G-INTEGRAL,Bimbo,Pan,Integral,200,G,bakery,PIECE,,0.16,INCLUDES_IVA,30.00,bimbo 200g|bimbo 200|pan integral 200g|pan integral 200|bimbo pan integral,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-250G-INTEGRAL,Bimbo,Pan,Integral,250,G,bakery,PIECE,,0.16,INCLUDES_IVA,34.50,bimbo 250g|bimbo 250|pan integral 250g|pan integral 250|bimbo pan integral,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-400G-INTEGRAL,Bimbo,Pan,Integral,400,G,bakery,PIECE,,0.16,INCLUDES_IVA,48.00,bimbo 400g|bimbo 400|pan integral 400g|pan integral 400|bimbo pan integral,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-500G-INTEGRAL,Bimbo,Pan,Integral,500,G,bakery,PIECE,,0.16,INCLUDES_IVA,57.00,bimbo 500g|bimbo 500|pan integral 500g|pan integral 500|bimbo pan integral,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-200G-HOTDOG,Bimbo,Pan,Hot dog,200,G,bakery,PIECE,,0.16,INCLUDES_IVA,30.00,bimbo 200g|bimbo 200|pan hot dog 200g|pan hot dog 200|bimbo pan hot dog,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-250G-HOTDOG,Bimbo,Pan,Hot dog,250,G,bakery,PIECE,,0.16,INCLUDES_IVA,34.50,bimbo 250g|bimbo 250|pan hot dog 250g|pan hot dog 250|bimbo pan hot dog,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-400G-HOTDOG,Bimbo,Pan,Hot dog,400,G,bakery,PIECE,,0.16,INCLUDES_IVA,48.00,bimbo 400g|bimbo 400|pan hot dog 400g|pan hot dog 400|bimbo pan hot dog,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-500G-HOTDOG,Bimbo,Pan,Hot dog,500,G,bakery,PIECE,,0.16,INCLUDES_IVA,57.00,bimbo 500g|bimbo 500|pan hot dog 500g|pan hot dog 500|bimbo pan hot dog,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-200G-HAMBURGUESA,Bimbo,Pan,Hamburguesa,200,G,bakery,PIECE,,0.16,INCLUDES_IVA,30.00,bimbo 200g|bimbo 200|pan hamburguesa 200g|pan hamburguesa 200|bimbo pan hamburguesa,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-250G-HAMBURGUESA,Bimbo,Pan,Hamburguesa,250,G,bakery,PIECE,,0.16,INCLUDES_IVA,34.50,bimbo 250g|bimbo 250|pan hamburguesa 250g|pan hamburguesa 250|bimbo pan hamburguesa,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-400G-HAMBURGUESA,Bimbo,Pan,Hamburguesa,400,G,bakery,PIECE,,0.16,INCLUDES_IVA,48.00,bimbo 400g|bimbo 400|pan hamburguesa 400g|pan hamburguesa 400|bimbo pan hamburguesa,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-500G-HAMBURGUESA,Bimbo,Pan,Hamburguesa,500,G,bakery,PIECE,,0.16,INCLUDES_IVA,57.00,bimbo 500g|bimbo 500|pan hamburguesa 500g|pan hamburguesa 500|bimbo pan hamburguesa,bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-200G-DULCEMANTECADAS,Bimbo,Pan,Dulce (mantecadas),200,G,bakery,PIECE,,0.16,INCLUDES_IVA,30.00,bimbo 200g|bimbo 200|pan dulce (mantecadas) 200g|pan dulce (mantecadas) 200|bimbo pan dulce (mantecadas),bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-250G-DULCEMANTECADAS,Bimbo,Pan,Dulce (mantecadas),250,G,bakery,PIECE,,0.16,INCLUDES_IVA,34.50,bimbo 250g|bimbo 250|pan dulce (mantecadas) 250g|pan dulce (mantecadas) 250|bimbo pan dulce (mantecadas),bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-400G-DULCEMANTECADAS,Bimbo,Pan,Dulce (mantecadas),400,G,bakery,PIECE,,0.16,INCLUDES_IVA,48.00,bimbo 400g|bimbo 400|pan dulce (mantecadas) 400g|pan dulce (mantecadas) 400|bimbo pan dulce (mantecadas),bakery|pan,,CURATED_MX_V4_PLUS
MX-BAK-BIMBO-PAN-500G-DULCEMANTECADAS,Bimbo,Pan,Dulce (mantecadas),500,G,bakery,PIECE,,0.16,INCLUDES_IVA,57.00,bimbo 500g|bimbo 500|pan dulce (mantecadas) 500g|pan dulce (mantecadas) 500|bimbo pan dulce (mantecadas),bakery|pan,,CURATED_MX_V4_PLUS
